datetime,power_flex_kw,power_inflex_kw
2020-08-03 00:00:00,0.0,37.67494311606979
2020-08-03 00:15:00,0.0,38.061885695444666
2020-08-03 00:30:00,0.0,39.61364048882717
2020-08-03 00:45:00,0.0,38.160703852506344
2020-08-03 01:00:00,0.0,39.27448586407835
2020-08-03 01:15:00,0.0,36.852259096011856
2020-08-03 01:30:00,0.0,37.556725836437415
2020-08-03 01:45:00,0.0,39.20512428240814
2020-08-03 02:00:00,0.0,39.37606612132339
2020-08-03 02:15:00,0.0,37.319023415912866
2020-08-03 02:30:00,0.0,38.808265101403244
2020-08-03 02:45:00,0.0,38.08110360016487
2020-08-03 03:00:00,0.0,39.09494321557601
2020-08-03 03:15:00,0.0,40.144395253474386
2020-08-03 03:30:00,0.0,40.071027277948176
2020-08-03 03:45:00,0.0,38.03580914683671
2020-08-03 04:00:00,0.0,39.20007761064983
2020-08-03 04:15:00,0.0,38.744391293700495
2020-08-03 04:30:00,0.0,38.4741410771043
2020-08-03 04:45:00,0.0,37.83256937960878
2020-08-03 05:00:00,0.0,37.554804660799654
2020-08-03 05:15:00,0.0,58.01797970968608
2020-08-03 05:30:00,0.0,54.153887837507206
2020-08-03 05:45:00,0.0,54.914363616244025
2020-08-03 06:00:00,0.0,36.874914748381805
2020-08-03 06:15:00,0.0,38.07139555859247
2020-08-03 06:30:00,0.0,39.439627159939754
2020-08-03 06:45:00,0.0,39.99675815773036
2020-08-03 07:00:00,0.0,38.18370454779157
2020-08-03 07:15:00,40.54646257670099,37.07435004641528
2020-08-03 07:30:00,57.86454475867812,37.792767045305986
2020-08-03 07:45:00,18.04216976205766,39.530368971012805
2020-08-03 08:00:00,39.917467223919914,39.50612422841632
2020-08-03 08:15:00,60.29965596776282,39.19877064943019
2020-08-03 08:30:00,17.424639942015965,37.40406952348711
2020-08-03 08:45:00,40.467702931072644,40.81138154691491
2020-08-03 09:00:00,56.619774313486275,37.90765030946799
2020-08-03 09:15:00,20.911472808963854,40.15514450394404
2020-08-03 09:30:00,44.9391930325577,39.06844343891125
2020-08-03 09:45:00,59.26841845921781,40.98844622838741
2020-08-03 10:00:00,19.634927090579097,38.41559235211721
2020-08-03 10:15:00,46.14493184169357,36.15170367447008
2020-08-03 10:30:00,57.954586191927135,39.92305167790218
2020-08-03 10:45:00,19.39306362928511,38.88906981480588
2020-08-03 11:00:00,48.94553013629672,38.15907904291954
2020-08-03 11:15:00,59.78399965310638,37.54180499724512
2020-08-03 11:30:00,18.14675190758456,39.34896842206252
2020-08-03 11:45:00,48.86043727700014,38.087499256556285
2020-08-03 12:00:00,54.419365295865354,39.253804993686316
2020-08-03 12:15:00,16.119429967467823,39.2225914703863
2020-08-03 12:30:00,47.48831987840731,38.74301452226798
2020-08-03 12:45:00,55.16060629734833,37.30226732384814
2020-08-03 13:00:00,19.691340123105913,37.19498743715368
2020-08-03 13:15:00,58.10397345068464,41.412833848679945
2020-08-03 13:30:00,62.010642595692985,39.09926568329385
2020-08-03 13:45:00,18.915958063975292,37.3319524663605
2020-08-03 14:00:00,59.36018871406645,38.91057529792068
2020-08-03 14:15:00,62.713273116880266,37.39543439002097
2020-08-03 14:30:00,19.049745207462284,37.47540905833099
2020-08-03 14:45:00,62.03227339955574,37.745187946475376
2020-08-03 15:00:00,60.217616848534306,40.58742050161221
2020-08-03 15:15:00,17.429377717259698,40.799359275670575
2020-08-03 15:30:00,60.44779392715972,40.200328912827324
2020-08-03 15:45:00,61.666876059848974,39.73644957908526
2020-08-03 16:00:00,21.374179147130228,41.10990385533852
2020-08-03 16:15:00,58.77747609869023,40.14950807323101
2020-08-03 16:30:00,58.39107725309951,39.096033398447446
2020-08-03 16:45:00,20.775285684543736,38.66923142801835
2020-08-03 17:00:00,62.140661606157046,39.29664444510204
2020-08-03 17:15:00,63.602734115402214,32.23254576542141
2020-08-03 17:30:00,19.718501666797167,31.34775475024833
2020-08-03 17:45:00,55.01091603605328,32.36606035399481
2020-08-03 18:00:00,65.14830723363471,32.400102292231516
2020-08-03 18:15:00,19.040845117711044,32.73902611764827
2020-08-03 18:30:00,55.40521781890881,31.708844949998337
2020-08-03 18:45:00,58.53598846760252,31.064587849055904
2020-08-03 19:00:00,19.281332106741967,32.70464798849218
2020-08-03 19:15:00,39.04795734580702,42.40003030202445
2020-08-03 19:30:00,51.98054391608336,41.32340956049727
2020-08-03 19:45:00,17.883311773515267,39.95376957600515
2020-08-03 20:00:00,37.766037030609915,41.74170373008242
2020-08-03 20:15:00,51.05253398385793,40.368117190230834
2020-08-03 20:30:00,16.855999435179264,41.5440919975562
2020-08-03 20:45:00,34.30563492607933,40.62433090084551
2020-08-03 21:00:00,43.7040056914928,41.92705341686248
2020-08-03 21:15:00,16.775509962678548,40.86537073614583
2020-08-03 21:30:00,31.73647733736366,41.08346032483693
2020-08-03 21:45:00,46.88586747576378,41.94630336566231
2020-08-03 22:00:00,16.95420819303924,41.820607576719446
2020-08-03 22:15:00,33.38949029431264,39.6491833820175
2020-08-03 22:30:00,48.48752616060526,42.8797069680795
2020-08-03 22:45:00,16.08490955478236,43.73914001272124
2020-08-03 23:00:00,15.316985982185638,42.38634430520478
2020-08-03 23:15:00,46.56814631839174,47.764134307311686
2020-08-03 23:30:00,29.47073641194425,49.991500198551115
2020-08-03 23:45:00,16.43247251014105,49.36401781039064
2020-08-04 00:00:00,33.29107435729056,48.09135524663206
2020-08-04 00:15:00,29.38997831237676,47.64523412472974
2020-08-04 00:30:00,15.647785229086,48.90174487790538
2020-08-04 00:45:00,15.738020510114252,47.216074550617954
2020-08-04 01:00:00,33.82038941532034,49.52643467714085
2020-08-04 01:15:00,30.31624709099048,47.22656758654333
2020-08-04 01:30:00,14.103641740680624,48.021260835749466
2020-08-04 01:45:00,14.996827715691348,50.1429638138799
2020-08-04 02:00:00,33.87624042988858,50.54160175359723
2020-08-04 02:15:00,30.66708832817652,49.631825651006274
2020-08-04 02:30:00,13.857184980891095,48.584942362623515
2020-08-04 02:45:00,16.92466215302869,49.34900333930684
2020-08-04 03:00:00,29.370182058018298,48.97860750344719
2020-08-04 03:15:00,29.877975722343663,48.429072507484754
2020-08-04 03:30:00,13.385881544570214,46.69688018391623
2020-08-04 03:45:00,14.452774441806193,49.64663425038485
2020-08-04 04:00:00,34.99996059404311,48.8261977102756
2020-08-04 04:15:00,39.95995730560772,51.16437362186169
2020-08-04 04:30:00,38.43252529613341,50.2089429092946
2020-08-04 04:45:00,33.19831493340775,49.31126781603565
2020-08-04 05:00:00,36.40989832099551,46.5848671634775
2020-08-04 05:15:00,87.75791347301389,65.9079303244313
2020-08-04 05:30:00,52.46659064438982,71.6663237819782
2020-08-04 05:45:00,66.62777418372208,75.81623306920523
2020-08-04 06:00:00,53.319438906133044,55.68555329669457
2020-08-04 06:15:00,196.95990636773456,106.7850215051106
2020-08-04 06:30:00,159.01986592841638,104.9085011799376
2020-08-04 06:45:00,183.62710973629905,107.72392700657392
2020-08-04 07:00:00,177.53611876709496,100.83127199360058
2020-08-04 07:15:00,223.08112803195763,239.60760832840782
2020-08-04 07:30:00,216.65555103211184,232.09304792795714
2020-08-04 07:45:00,228.67715632625783,254.11037589461924
2020-08-04 08:00:00,230.98699165184163,239.16458994041616
2020-08-04 08:15:00,217.0334042675073,211.40801421625503
2020-08-04 08:30:00,250.1831838482692,218.39047268372028
2020-08-04 08:45:00,246.97871433160176,217.79236022934856
2020-08-04 09:00:00,237.75929268265804,214.5252822810676
2020-08-04 09:15:00,224.95901704475784,196.57580050376458
2020-08-04 09:30:00,238.61518955368985,205.8030633976333
2020-08-04 09:45:00,219.9398923231082,203.6835712780358
2020-08-04 10:00:00,226.03846755592025,209.86956702839896
2020-08-04 10:15:00,233.76623847503294,215.10945988681797
2020-08-04 10:30:00,230.985436027402,217.91941871237697
2020-08-04 10:45:00,240.7572693477312,212.58484099015217
2020-08-04 11:00:00,233.56013433298543,214.5334104335843
2020-08-04 11:15:00,246.56448998675808,237.73546337927584
2020-08-04 11:30:00,214.93920362274037,227.12270959109478
2020-08-04 11:45:00,246.51723873061317,223.72293076786713
2020-08-04 12:00:00,242.3513857703719,216.13020962010572
2020-08-04 12:15:00,231.2353035178653,211.83059523712618
2020-08-04 12:30:00,208.11233960596726,225.99917308580135
2020-08-04 12:45:00,240.3957386075641,211.40247523092197
2020-08-04 13:00:00,196.96996857314215,224.22050831279262
2020-08-04 13:15:00,231.48921147315306,209.00298826748212
2020-08-04 13:30:00,230.81460381011635,209.38197658692323
2020-08-04 13:45:00,224.40052697465393,210.6550095162729
2020-08-04 14:00:00,248.34963899639368,206.02325033368956
2020-08-04 14:15:00,210.46556175987928,218.19124276468813
2020-08-04 14:30:00,210.50237567515003,198.73903964068865
2020-08-04 14:45:00,217.74541900838668,212.4959319054997
2020-08-04 15:00:00,210.87380239889444,203.6048110677344
2020-08-04 15:15:00,224.809905863375,214.17838950613967
2020-08-04 15:30:00,239.67171515588345,217.66323737250704
2020-08-04 15:45:00,206.8259978698752,220.7316686934206
2020-08-04 16:00:00,223.41736022624227,217.27964596857043
2020-08-04 16:15:00,214.72982383470242,153.86892472760073
2020-08-04 16:30:00,200.81707250028234,155.76720379504874
2020-08-04 16:45:00,231.36573908604953,157.24169016988188
2020-08-04 17:00:00,226.94835563768774,150.29086442001247
2020-08-04 17:15:00,230.10675820690278,82.54268804228562
2020-08-04 17:30:00,199.9625708664712,81.87412514286396
2020-08-04 17:45:00,209.19821211668636,81.31053565407477
2020-08-04 18:00:00,206.83104773758555,81.74753237688654
2020-08-04 18:15:00,200.3736029378373,76.4841330117974
2020-08-04 18:30:00,206.65529766353876,77.49898833778533
2020-08-04 18:45:00,185.89304749177967,76.84722031393487
2020-08-04 19:00:00,168.05044458338728,78.73541717116589
