datetime,power_flex_kw,power_inflex_kw
2020-04-01 00:00:00,0.0,56.77866484387353
2020-04-01 00:15:00,0.0,57.361813249976336
2020-04-01 00:30:00,0.0,59.700411746645564
2020-04-01 00:45:00,0.0,57.510738837017264
2020-04-01 01:00:00,0.0,59.18928299166546
2020-04-01 01:15:00,0.0,55.53882487640836
2020-04-01 01:30:00,0.0,56.60050347868389
2020-04-01 01:45:00,0.0,59.08475043838301
2020-04-01 02:00:00,0.0,59.34237124884216
2020-04-01 02:15:00,0.0,56.24226999639406
2020-04-01 02:30:00,0.0,58.48665704885696
2020-04-01 02:45:00,0.0,57.39077592067629
2020-04-01 03:00:00,0.0,58.918700184596865
2020-04-01 03:15:00,0.0,60.50029475651106
2020-04-01 03:30:00,0.0,60.38972429911601
2020-04-01 03:45:00,0.0,57.322514143163225
2020-04-01 04:00:00,0.0,59.07714476573582
2020-04-01 04:15:00,0.0,58.3903949388205
2020-04-01 04:30:00,0.0,57.983109745984876
2020-04-01 04:45:00,0.0,57.01621818962112
2020-04-01 05:00:00,0.0,56.59760813821033
2020-04-01 05:15:00,16.191950498064973,85.5445414481539
2020-04-01 05:30:00,20.276477201494835,86.73400680019805
2020-04-01 05:45:00,22.545859993244,68.11418197611466
2020-04-01 06:00:00,24.479292798019696,63.83584679978558
2020-04-01 06:15:00,33.27955587483452,124.84025865355635
2020-04-01 06:30:00,32.74084375037472,127.78794129847863
2020-04-01 06:45:00,28.054382913851885,129.06075266158047
2020-04-01 07:00:00,28.25636499824172,122.99745175003567
2020-04-01 07:15:00,33.12487635922147,276.83869623720676
2020-04-01 07:30:00,38.58757338073938,282.2691471018058
2020-04-01 07:45:00,38.34671602489494,295.2470646219425
2020-04-01 08:00:00,46.314468577450285,295.06598386629923
2020-04-01 08:15:00,49.741620431235475,261.5153117721912
2020-04-01 08:30:00,47.0633051359127,249.5419305484173
2020-04-01 08:45:00,53.319246516588414,272.27387472291684
2020-04-01 09:00:00,58.15261892049821,252.90157892683374
2020-04-01 09:15:00,64.36567252764739,260.50708948990444
2020-04-01 09:30:00,64.72590883263207,253.45710037656764
2020-04-01 09:45:00,66.68830869178136,265.91314666099345
2020-04-01 10:00:00,69.28252439841224,249.2217193664375
2020-04-01 10:15:00,74.5245187655785,241.18674899469957
2020-04-01 10:30:00,79.11443216464954,266.3473658349451
2020-04-01 10:45:00,82.86556775420131,259.4491370177015
2020-04-01 11:00:00,85.6387937738479,254.5789902978463
2020-04-01 11:15:00,83.34757361409802,253.4537954663822
2020-04-01 11:30:00,82.29507064124024,265.6543923498193
2020-04-01 11:45:00,87.94894930555434,257.1379092482522
2020-04-01 12:00:00,90.84358672866712,265.01192105379846
2020-04-01 12:15:00,97.82138658242371,267.6884788303116
2020-04-01 12:30:00,108.59912141072304,264.4154359509087
2020-04-01 12:45:00,117.2909584285467,254.58254598964166
2020-04-01 13:00:00,136.6595875852824,253.85037637509663
2020-04-01 13:15:00,132.93384277689375,268.6663675781065
2020-04-01 13:30:00,135.87463174530203,253.6570601395034
2020-04-01 13:45:00,138.9858206289302,242.19158969859566
2020-04-01 14:00:00,137.08603079041578,252.4329284942178
2020-04-01 14:15:00,144.4537652285715,242.60342961032563
2020-04-01 14:30:00,151.2058686785264,243.1222664451008
2020-04-01 14:45:00,151.908679412699,244.8724609425808
2020-04-01 15:00:00,146.33739892646472,263.3114863710517
2020-04-01 15:15:00,140.27563781229762,275.94728091380307
2020-04-01 15:30:00,160.89751462971498,271.8957270966338
2020-04-01 15:45:00,155.68130383108553,268.75826996272826
2020-04-01 16:00:00,168.14229002928946,278.0476553775999
2020-04-01 16:15:00,126.15251206323575,195.19765271569216
